,type,model,window,size,count,acc,loss,val_acc,val_loss
0,WORD,glove,2.0,50.0,10.0,0.3270007523474156,0.1564451654912343,0.1186914070917817,0.6458984040861625
1,WORD,glove,2.0,50.0,20.0,0.21696149600179704,0.2391436430840668,0.11720910404967232,0.3632471277364943
2,WORD,glove,2.0,50.0,50.0,0.32699794257974646,0.15410016625938155,0.06943795074307059,0.5964598796164554
3,WORD,glove,2.0,50.0,100.0,0.3391324461403972,0.14641846377868611,0.01044620796053114,0.5111037261727287
4,WORD,glove,2.0,100.0,10.0,0.2891370934085742,0.1099584188649531,0.14788991757858141,0.5951881327764312
5,WORD,glove,2.0,100.0,20.0,0.27222232831292703,0.2822954234973934,0.15556341719260944,0.40910299489061575
6,WORD,glove,2.0,100.0,50.0,0.28522850028725405,0.128819484682444,0.1139930690755047,0.5586591207020226
7,WORD,glove,2.0,100.0,100.0,0.2956039719725698,0.10236939654536686,0.03645711228382851,0.4683055499163444
8,WORD,glove,2.0,300.0,10.0,0.32689705204050246,0.1478873909941549,0.11819675394046852,0.6391812090516654
9,WORD,glove,2.0,300.0,20.0,0.2319817167346606,0.2510127122197553,0.12300900466483705,0.37799571073637017
10,WORD,glove,2.0,300.0,50.0,0.31626318119358,0.1517183817864736,0.07425256840029967,0.5821219393416789
11,WORD,glove,2.0,300.0,100.0,0.3305648142106501,0.14498074321866322,1.1266683010398466e-05,0.49945412994959765
12,WORD,glove,2.0,500.0,10.0,0.3811050371793149,0.4017480901620586,0.2644633195128358,0.5223608674565438
13,WORD,glove,2.0,500.0,50.0,0.2907066259456315,0.286251859200788,0.2381360837648849,0.34662085023362726
14,WORD,glove,2.0,500.0,100.0,0.2798027260125978,0.3004315298066069,0.17039812511203734,0.4228584059282401
15,WORD,glove,2.0,1000.0,10.0,0.2962321315392651,0.11846813594070674,0.13589227842312435,0.6157778620023876
16,WORD,glove,2.0,1000.0,20.0,0.26692208070678425,0.2765130316627439,0.14725318738362203,0.4075847581104464
17,WORD,glove,2.0,1000.0,50.0,0.29932635846481614,0.13491193799144863,0.10465208830067342,0.5681320096141589
18,WORD,glove,2.0,1000.0,100.0,0.305149293014146,0.1089423603945337,0.019808896144381635,0.4696009566242175
19,WORD,glove,5.0,50.0,10.0,0.2272511822392828,0.2398031166475544,0.21053331135367265,0.2231424250429419
20,WORD,glove,5.0,50.0,50.0,0.22988487738911856,0.22269419701841237,0.1812581631559336,0.2816148560313199
21,WORD,glove,5.0,50.0,100.0,0.22870051680349388,0.24201624965180957,0.10710379675983712,0.3830097639329259
22,WORD,glove,5.0,100.0,10.0,0.269152448622505,0.27936884372232756,0.2563526904695463,0.2710315791579362
23,WORD,glove,5.0,100.0,50.0,0.2805900838136639,0.26473600447057205,0.2214957779711961,0.32532567716356237
24,WORD,glove,5.0,100.0,100.0,0.26794634896574937,0.27743913598368075,0.14683289677009342,0.4232644945783896
25,WORD,glove,5.0,300.0,10.0,0.2446208793827504,0.2479205858809853,0.2314427298938161,0.2469899755587965
26,WORD,glove,5.0,300.0,50.0,0.2536335212229777,0.23596710931670323,0.19817502599617987,0.2991155416570257
