,type,model,window,size,count,acc,loss,val_acc,val_loss
0,SYLLABLE,fastText,2.0,50.0,10.0,0.3715155676902099,0.7980409458759693,0.5588933416023094,0.5507963142961657
1,SYLLABLE,fastText,2.0,50.0,20.0,0.5658709103825644,0.5873652360005825,0.556671772002311,0.5092529428138327
2,SYLLABLE,fastText,2.0,50.0,50.0,0.3591211240617433,0.7881265834814001,0.4720462570046164,0.6346274019811801
3,SYLLABLE,fastText,2.0,50.0,100.0,0.24635425170050582,0.666469754855948,0.43344900473076414,0.4290239240732901
4,SYLLABLE,fastText,2.0,100.0,10.0,0.4494704013753133,0.8818243811880998,0.6306212154581833,0.630405615303146
5,SYLLABLE,fastText,2.0,100.0,20.0,0.657161055992102,0.6649418991149295,0.637742705945816,0.5863071224607773
6,SYLLABLE,fastText,2.0,100.0,50.0,0.4442554197898979,0.8663465109320432,0.5496475061701025,0.7128819921316142
7,SYLLABLE,fastText,2.0,100.0,100.0,0.3263520254656065,0.7569489644081806,0.5218284846690993,0.5125930272056309
8,SYLLABLE,fastText,2.0,300.0,10.0,0.4491269283424611,0.8799523754948658,0.6399296312973922,0.641400079528614
9,SYLLABLE,fastText,2.0,300.0,20.0,0.649619419573165,0.6804967905241565,0.6362608810632093,0.5936936986038258
10,SYLLABLE,fastText,2.0,300.0,50.0,0.4452891524652932,0.8746291215103821,0.5605515875527772,0.7117429331851537
11,SYLLABLE,fastText,2.0,300.0,100.0,0.3247913703258896,0.7484050095906221,0.5252314531891493,0.5156614710715378
12,SYLLABLE,fastText,2.0,500.0,10.0,0.44972490535207854,0.8917856365273316,0.6462852787108558,0.6400645568606653
13,SYLLABLE,fastText,2.0,500.0,20.0,0.650833779216666,0.6739953878519993,0.6430337085169004,0.6024438141043491
14,SYLLABLE,fastText,2.0,500.0,50.0,0.4472511827541036,0.879939055553821,0.5613156342425224,0.7174570052780355
15,SYLLABLE,fastText,2.0,500.0,100.0,0.33237215427682365,0.7646098800752121,0.5251351265439009,0.5176849656179145
16,SYLLABLE,fastText,2.0,1000.0,10.0,0.676321941096122,0.7039462480977516,0.6672411819274391,0.7345600261360549
17,SYLLABLE,fastText,2.0,1000.0,50.0,0.6702455013751887,0.6901283544893169,0.5879923091067336,0.8087756606801612
18,SYLLABLE,fastText,2.0,1000.0,100.0,0.5579479489252085,0.5728745229568561,0.5529550779381582,0.6104891043284704
19,SYLLABLE,fastText,5.0,50.0,10.0,0.5507758119633213,0.5633265790138501,0.5764180226019442,0.5623686552662913
20,SYLLABLE,fastText,5.0,50.0,50.0,0.5775728770534405,0.5931727442981939,0.5028878334221395,0.72306221880696
21,SYLLABLE,fastText,5.0,50.0,100.0,0.5219120051349916,0.6192237831098564,0.44886942287448495,0.6684946126497973
22,SYLLABLE,fastText,5.0,100.0,10.0,0.6285879303942082,0.6603937074907598,0.6600404006272387,0.6587668847458542
23,SYLLABLE,fastText,5.0,100.0,50.0,0.65434834995797,0.6820842239300717,0.5814163298590315,0.8062903048979952
24,SYLLABLE,fastText,5.0,100.0,100.0,0.6083078817369344,0.7040796636848599,0.5443894375126931,0.7619940311613977
25,SYLLABLE,fastText,5.0,300.0,10.0,0.6305548434039091,0.6523699532436771,0.6669508827801797,0.6527478344293078
26,SYLLABLE,fastText,5.0,300.0,50.0,0.6623582888815311,0.6815890167078442,0.589043477784723,0.8140573913598871
27,SYLLABLE,fastText,5.0,300.0,100.0,0.6061644509118874,0.705862362709671,0.5482925431977028,0.7598338115923013
28,SYLLABLE,fastText,5.0,500.0,10.0,0.6377390103876243,0.657574126453243,0.6704782243187222,0.661854170195905
29,SYLLABLE,fastText,5.0,500.0,50.0,0.6708843164459097,0.6905688957000088,0.5937800880346344,0.803734283694779
30,SYLLABLE,fastText,5.0,500.0,100.0,0.6169096067095579,0.714793115854124,0.5441778340221962,0.7575385423969763
31,SYLLABLE,fastText,5.0,1000.0,10.0,0.6852234909013727,0.6931156431824596,0.6893609857064548,0.8091343398557377
32,SYLLABLE,fastText,5.0,1000.0,50.0,0.704581791901261,0.7197864543692081,0.6198439366828095,0.8363646214907708
33,SYLLABLE,fastText,5.0,1000.0,100.0,0.5764545526052391,0.572107039777323,0.570478364818211,0.6917921524223312
34,SYLLABLE,fastText,7.0,50.0,10.0,0.7528089355019445,0.3233044779366954,0.5767911936527534,0.44990670545831885
35,SYLLABLE,fastText,7.0,50.0,20.0,0.5855807508983368,0.5808119086585641,0.5789038501117596,0.46635441044102816
36,SYLLABLE,fastText,7.0,50.0,50.0,0.6766184405627236,0.258100825618222,0.5058036708083978,0.3797190363229677
37,SYLLABLE,fastText,7.0,50.0,100.0,0.6252218154188756,0.19767531101282698,0.4531503042692409,0.3311120523139089
38,SYLLABLE,fastText,7.0,100.0,10.0,0.8276109353575812,0.418436116525862,0.6631550102728699,0.5336360695705349
39,SYLLABLE,fastText,7.0,100.0,20.0,0.6667701581743091,0.6572998807152509,0.6551057864772222,0.5500209719849202
40,SYLLABLE,fastText,7.0,100.0,50.0,0.7520140836714794,0.33881768039514154,0.5888888701954227,0.45445721828864827
41,SYLLABLE,fastText,7.0,100.0,100.0,0.716879305662704,0.2901039296647459,0.5448053462463511,0.41689985614414843
42,SYLLABLE,fastText,7.0,300.0,10.0,0.8338370525152896,0.4210376235555719,0.6637002573373691,0.5415209747041297
43,SYLLABLE,fastText,7.0,300.0,20.0,0.6701373569150422,0.6725025877142959,0.6648145223402251,0.5435386357869133
44,SYLLABLE,fastText,7.0,300.0,50.0,0.7662848309533925,0.3473403500750402,0.5980093394478674,0.4705593774476334
45,SYLLABLE,fastText,7.0,300.0,100.0,0.723176421870841,0.3019738315844154,0.5577914329957254,0.41940695512961096
46,SYLLABLE,fastText,7.0,500.0,10.0,0.8410598971021219,0.4268851240023128,0.6741753842567387,0.5431412653854893
47,SYLLABLE,fastText,7.0,500.0,20.0,0.6758774248692149,0.6722799263933706,0.6596937445037554,0.5508229670024174
48,SYLLABLE,fastText,7.0,500.0,50.0,0.7655893763706431,0.34819741243216346,0.5940754853838499,0.46599460446239294
49,SYLLABLE,fastText,7.0,500.0,100.0,0.7149126533127411,0.3010842270308731,0.5418025998710578,0.42568060339005476
50,SYLLABLE,fastText,10.0,50.0,10.0,0.5737942039690419,0.5840581574261807,0.5871568472208966,0.5069801419398007
51,SYLLABLE,fastText,10.0,50.0,20.0,0.5855622334322231,0.5786041783772697,0.5860110077553238,0.5067874390328121
52,SYLLABLE,fastText,10.0,50.0,50.0,0.5001130507130701,0.513787224655956,0.512261695797076,0.4390147398803728
53,SYLLABLE,fastText,10.0,50.0,100.0,0.4529256894361008,0.4587101984468684,0.4549685747211433,0.38410126026118707
54,SYLLABLE,fastText,10.0,100.0,10.0,0.6553163886982959,0.6606955443178456,0.6705876694903135,0.5996607249246418
55,SYLLABLE,fastText,10.0,100.0,20.0,0.6584590697629181,0.656879695240673,0.670478469327109,0.5920414311624661
56,SYLLABLE,fastText,10.0,100.0,50.0,0.5786177272969177,0.5924500673289217,0.6000573550534624,0.5189154348209232
57,SYLLABLE,fastText,10.0,100.0,100.0,0.5406718606344842,0.5471404511997078,0.5604143860559865,0.4766448065311064
58,SYLLABLE,fastText,10.0,300.0,10.0,0.6644062743746824,0.6750819356737272,0.6787459531465646,0.5995976309898245
59,SYLLABLE,fastText,10.0,300.0,20.0,0.6685903858195068,0.6637098297501511,0.6772099681556476,0.5862120859574391
60,SYLLABLE,fastText,10.0,300.0,50.0,0.5832928334818788,0.590732152422216,0.5958281433800894,0.5207834771100988
