,type,model,window,size,count,acc,loss,val_acc,val_loss
320,MORPHEME,glove,10,50,10,0.499904539,0.892358683,0.668907439,0.63555121
321,SYLLABLE,fastText,2,1000,10,0.676321941,0.703946248,0.667241182,0.734560026
322,SYLLABLE,fastText,5,300,10,0.630554843,0.652369953,0.666950883,0.652747834
323,SYLLABLE,fastText,5,500,20,0.850386667,0.459015541,0.66693,0.752022105
324,SYLLABLE,fastText,7,300,20,0.670137357,0.672502588,0.664814522,0.543538636
325,SYLLABLE,fastText,5,300,20,0.829516667,0.468417409,0.66414,0.736510945
326,SYLLABLE,fastText,7,300,10,0.833837053,0.421037624,0.663700257,0.541520975
327,SYLLABLE,fastText,7,100,10,0.827610935,0.418436117,0.66315501,0.53363607
328,SYLLABLE,fastText,5,100,20,0.813756667,0.495488218,0.66062,0.730572811
329,SYLLABLE,fastText,5,100,10,0.62858793,0.660393707,0.660040401,0.658766885
330,SYLLABLE,fastText,7,500,20,0.675877425,0.672279926,0.659693745,0.550822967
331,SYLLABLE,fastText,7,100,20,0.666770158,0.657299881,0.655105786,0.550020972
332,MORPHEME,glove,5,50,10,0.539067316,0.591626207,0.653146729,0.609339446
333,WORD,word2vec,7,300,10,0.37701477,0.900679696,0.650706805,0.385646537
334,SYLLABLE,fastText,2,500,10,0.449724905,0.891785637,0.646285279,0.640064557
335,SYLLABLE,fastText,2,500,20,0.650833779,0.673995388,0.643033709,0.602443814
336,MORPHEME,glove,2,50,10,0.356203548,0.818909667,0.641269516,0.595048285
337,SYLLABLE,fastText,2,300,10,0.449126928,0.879952375,0.639929631,0.64140008
338,SYLLABLE,fastText,2,100,20,0.657161056,0.664941899,0.637742706,0.586307122
339,WORD,word2vec,10,300,10,0.38076203,0.883066897,0.636347504,0.439269015
340,SYLLABLE,fastText,2,300,20,0.64961942,0.680496791,0.636260881,0.593693699
341,WORD,word2vec,7,300,50,0.351410001,0.879842027,0.635896979,0.37500711
342,WORD,word2vec,7,300,20,0.617167432,0.614237905,0.632890452,0.54053925
343,WORD,word2vec,7,1000,10,0.358466128,0.886351562,0.632841142,0.365795665
344,WORD,word2vec,7,100,10,0.356185087,0.881689059,0.631528634,0.372767973
345,SYLLABLE,fastText,2,100,10,0.449470401,0.881824381,0.630621215,0.630405615
346,WORD,word2vec,2,300,20,0.601526291,0.629398809,0.628676593,0.573649289
347,SYLLABLE,fastText,10,1000,50,0.698118659,0.72854264,0.62666531,0.841785968
348,WORD,word2vec,7,1000,20,0.60214595,0.607562124,0.625909072,0.526686074
349,WORD,word2vec,2,300,10,0.355235125,0.963772903,0.625757574,0.391620872
350,MORPHEME,glove,10,50,50,0.452341505,0.846267056,0.624089784,0.574463865
351,MORPHEME,glove,7,50,50,0.395383632,0.83833433,0.622140844,0.565483383
352,WORD,word2vec,7,100,20,0.604299625,0.604844828,0.622040163,0.530869634
353,WORD,word2vec,10,1000,10,0.361845509,0.859525724,0.621268857,0.420624599
354,SYLLABLE,fastText,5,1000,50,0.704581792,0.719786454,0.619843937,0.836364621
355,WORD,word2vec,7,50,10,0.343294633,0.866194285,0.618847268,0.359922664
356,WORD,word2vec,10,300,20,0.617554272,0.609906324,0.618150346,0.578659091
357,WORD,word2vec,7,50,20,0.589058581,0.594689472,0.617422746,0.515996623
358,WORD,word2vec,7,500,20,0.84447,0.328674915,0.61695,0.696746313
359,WORD,word2vec,2,300,50,0.369525193,0.907516198,0.616664845,0.500743848
360,WORD,word2vec,2,1000,10,0.329673082,0.93168353,0.616166431,0.364913802
361,WORD,word2vec,5,300,10,0.589260103,0.664593564,0.615869219,0.525331011
362,WORD,word2vec,10,100,20,0.599099914,0.601580281,0.615706342,0.573251327
363,WORD,word2vec,7,1000,50,0.342731143,0.869544679,0.615689912,0.351908365
364,SYLLABLE,fastText,7,1000,50,0.881176667,0.470034482,0.61438,0.83267287
365,WORD,word2vec,7,100,50,0.341299409,0.861378007,0.614347912,0.36254895
366,WORD,word2vec,7,500,10,0.592763616,0.600084322,0.611855806,0.51651798
367,WORD,word2vec,10,1000,20,0.602587291,0.589505354,0.611321636,0.571505264
368,WORD,word2vec,5,300,20,0.830566667,0.357558374,0.61107,0.689117542
369,MORPHEME,glove,10,50,20,0.618302771,0.576222987,0.610154213,0.570474873
370,MORPHEME,glove,7,50,20,0.553096446,0.580373034,0.609611269,0.559071788
371,WORD,word2vec,10,100,10,0.344074122,0.865927989,0.609609539,0.409595402
372,WORD,word2vec,10,300,50,0.362418504,0.868657525,0.609460398,0.41571179
373,WORD,word2vec,2,100,10,0.326994125,0.930794858,0.609015075,0.365473289
374,WORD,word2vec,2,1000,20,0.582346961,0.616654048,0.606053535,0.559275775
375,WORD,word2vec,7,50,50,0.324092031,0.852246164,0.604577952,0.353380692
376,WORD,word2vec,2,100,20,0.58627362,0.616501742,0.604306858,0.551764295
377,WORD,word2vec,10,500,20,0.84828,0.321644533,0.6041,0.74091664
378,SYLLABLE,fastText,10,500,50,0.600307381,0.595436759,0.602636152,0.531854089
379,MORPHEME,glove,5,50,50,0.604931684,0.582370058,0.601795357,0.54329558
380,WORD,word2vec,2,500,20,0.83406,0.347575198,0.60036,0.727965445
381,SYLLABLE,fastText,10,100,50,0.578617727,0.592450067,0.600057355,0.518915435
382,MORPHEME,glove,7,50,100,0.358654145,0.821175613,0.599492678,0.540773219
383,WORD,word2vec,5,100,20,0.80208,0.40949733,0.59921,0.68419287
384,WORD,word2vec,2,500,10,0.581614971,0.605629752,0.59844751,0.544121853
385,WORD,word2vec,2,50,20,0.585995166,0.622061599,0.59837748,0.556420802
386,WORD,word2vec,5,300,50,0.614195359,0.61209332,0.598309558,0.643893961
387,SYLLABLE,fastText,7,300,50,0.766284831,0.34734035,0.598009339,0.470559377
388,WORD,word2vec,2,50,10,0.328754819,0.931576852,0.597848428,0.363658104
389,WORD,word2vec,10,50,20,0.6010383,0.58679436,0.597728242,0.562420485
390,WORD,word2vec,5,1000,10,0.571543991,0.654441826,0.597017372,0.517777765
391,WORD,word2vec,10,50,10,0.343412249,0.844987328,0.596211942,0.400751283
392,WORD,word2vec,5,1000,20,0.84757,0.324513607,0.59608,0.753940274
393,WORD,word2vec,10,500,10,0.597766207,0.589742653,0.596013473,0.563782771
394,SYLLABLE,fastText,10,300,50,0.583292833,0.590732152,0.595828143,0.520783477
395,WORD,word2vec,2,1000,50,0.347464442,0.879769795,0.595255175,0.474205982
396,WORD,word2vec,7,500,50,0.613681889,0.617824701,0.594459208,0.642673609
397,WORD,word2vec,10,100,50,0.340720837,0.854949159,0.594225511,0.401093599
398,SYLLABLE,fastText,7,500,50,0.765589376,0.348197412,0.594075485,0.465994604
399,SYLLABLE,fastText,5,500,50,0.670884316,0.690568896,0.593780088,0.803734284
400,WORD,word2vec,10,50,50,0.327199771,0.848398713,0.593464382,0.389440144
401,WORD,word2vec,10,1000,50,0.33850991,0.848518796,0.593192185,0.404224085
402,MORPHEME,glove,10,50,100,0.434375115,0.819906997,0.59305768,0.545454085
403,WORD,word2vec,5,500,20,0.8475,0.325712952,0.59257,0.771590695
404,WORD,word2vec,5,100,10,0.576093236,0.656530473,0.592252339,0.520757002
405,WORD,word2vec,2,50,50,0.337712094,0.87942328,0.591163063,0.467929633
406,WORD,word2vec,5,50,20,0.788653333,0.433340635,0.59113,0.663346038
407,WORD,word2vec,2,300,100,0.374676218,0.923363696,0.590106495,0.48338381
408,MORPHEME,glove,5,50,20,0.76756,0.569204803,0.5899,0.962345655
409,WORD,word2vec,7,50,100,0.31680175,0.836346109,0.589315648,0.322764739
410,WORD,word2vec,2,100,50,0.34015802,0.878828822,0.589143683,0.480065752
411,SYLLABLE,fastText,5,300,50,0.662358289,0.681589017,0.589043478,0.814057391
412,SYLLABLE,fastText,7,100,50,0.752014084,0.33881768,0.58888887,0.454457218
413,SYLLABLE,fastText,2,1000,50,0.670245501,0.690128354,0.587992309,0.808775661
414,WORD,word2vec,10,500,50,0.608061621,0.612553757,0.587831517,0.62903824
415,WORD,word2vec,5,500,10,0.816426667,0.382053585,0.58766,0.690012625
416,WORD,word2vec,7,1000,100,0.320683223,0.840103642,0.587539459,0.329439855
417,SYLLABLE,fastText,10,50,10,0.573794204,0.584058157,0.587156847,0.506980142
418,WORD,word2vec,7,300,100,0.31161808,0.853581725,0.58702457,0.337503821
419,SYLLABLE,fastText,10,50,20,0.585562233,0.578604178,0.586011008,0.506787439
420,SYLLABLE,fastText,10,1000,100,0.573934113,0.560401101,0.585146341,0.621307586
421,WORD,word2vec,5,50,10,0.56391274,0.64350825,0.583990089,0.504589721
422,MORPHEME,glove,2,50,50,0.420495112,0.813455704,0.582304389,0.52257686
423,WORD,word2vec,5,1000,50,0.58800172,0.596227214,0.581899245,0.625240107
424,SYLLABLE,fastText,5,100,50,0.65434835,0.682084224,0.58141633,0.806290305
425,WORD,word2vec,7,100,100,0.311757426,0.837506014,0.580837747,0.325127004
426,WORD,word2vec,5,100,50,0.599365765,0.603924355,0.580255993,0.631782675
427,WORD,word2vec,2,500,50,0.60293675,0.607716731,0.580084672,0.623013369
428,SYLLABLE,fastText,7,50,20,0.585580751,0.580811909,0.57890385,0.46635441
429,WORD,word2vec,10,300,100,0.312557873,0.830112208,0.577651895,0.375365742
430,SYLLABLE,fastText,7,50,10,0.752808936,0.323304478,0.576791194,0.449906705
431,SYLLABLE,fastText,5,50,10,0.550775812,0.563326579,0.576418023,0.562368655
432,SYLLABLE,fastText,5,50,20,0.7923,0.528234097,0.57592,0.80201373
433,MORPHEME,glove,2,50,20,0.604481848,0.624126706,0.575553825,0.597001707
434,MORPHEME,glove,5,50,100,0.575387366,0.59574438,0.575004069,0.523717895
435,WORD,word2vec,10,50,100,0.312448667,0.819718124,0.574505629,0.379917035
436,WORD,word2vec,5,50,50,0.592881845,0.596818167,0.574043141,0.612641642
437,WORD,word2vec,10,1000,100,0.318223891,0.824110439,0.573895003,0.380958545
438,WORD,word2vec,10,100,100,0.317657179,0.826929649,0.573377576,0.373967689
439,WORD,word2vec,5,500,50,0.842786667,0.330819927,0.57078,0.79654596
440,SYLLABLE,fastText,5,1000,100,0.576454553,0.57210704,0.570478365,0.691792152
441,SYLLABLE,fastText,7,1000,100,0.829663333,0.494436203,0.56858,0.787922897
442,WORD,word2vec,7,500,100,0.551422866,0.545006665,0.566914646,0.467632274
443,WORD,word2vec,2,100,100,0.343327999,0.909649063,0.566527915,0.454638793
444,MORPHEME,glove,2,50,100,0.400201988,0.822745709,0.565063161,0.50732995
445,WORD,word2vec,2,1000,100,0.349701256,0.910634655,0.564044325,0.46402509
446,WORD,word2vec,5,300,100,0.587422203,0.646027082,0.562034535,0.616870764
447,SYLLABLE,fastText,2,500,50,0.447251183,0.879939056,0.561315634,0.717457005
448,SYLLABLE,fastText,2,300,50,0.445289152,0.874629122,0.560551588,0.711742933
449,SYLLABLE,fastText,10,100,100,0.540671861,0.547140451,0.560414386,0.476644807
450,SYLLABLE,fastText,2,50,10,0.371515568,0.798040946,0.558893342,0.550796314
451,SYLLABLE,fastText,10,500,100,0.547182537,0.547817033,0.558406792,0.482911132
452,SYLLABLE,fastText,7,300,100,0.723176422,0.301973832,0.557791433,0.419406955
453,WORD,word2vec,5,1000,100,0.584558675,0.62059694,0.557163666,0.608637368
454,WORD,word2vec,2,50,100,0.339163135,0.897684274,0.557125377,0.45083323
455,SYLLABLE,fastText,2,50,20,0.56587091,0.587365236,0.556671772,0.509252943
456,WORD,word2vec,5,100,100,0.58344511,0.623758026,0.553936961,0.604567794
457,SYLLABLE,fastText,10,300,100,0.555184832,0.556566498,0.553775163,0.477792617
458,WORD,word2vec,10,500,100,0.540670759,0.544203194,0.552992103,0.521826181
459,SYLLABLE,fastText,2,1000,100,0.557947949,0.572874523,0.552955078,0.610489104
460,WORD,word2vec,2,500,100,0.530286857,0.573016229,0.552842148,0.498518697
461,WORD,word2vec,5,50,100,0.576445978,0.626017257,0.552674587,0.601828018
462,SYLLABLE,fastText,2,100,50,0.44425542,0.866346511,0.549647506,0.712881992
463,SYLLABLE,fastText,5,300,100,0.606164451,0.705862363,0.548292543,0.759833812
464,SYLLABLE,fastText,7,100,100,0.716879306,0.29010393,0.544805346,0.416899856
465,WORD,word2vec,5,500,100,0.828723333,0.354374098,0.54465,0.778531077
466,SYLLABLE,fastText,5,100,100,0.608307882,0.704079664,0.544389438,0.761994031
467,SYLLABLE,fastText,5,500,100,0.616909607,0.714793116,0.544177834,0.757538542
468,SYLLABLE,fastText,7,500,100,0.714912653,0.301084227,0.5418026,0.425680603
469,SYLLABLE,fastText,2,300,100,0.32479137,0.74840501,0.525231453,0.515661471
470,SYLLABLE,fastText,2,500,100,0.332372154,0.76460988,0.525135127,0.517684966
471,SYLLABLE,fastText,2,100,100,0.326352025,0.756948964,0.521828485,0.512593027
472,SYLLABLE,fastText,10,50,50,0.500113051,0.513787225,0.512261696,0.43901474
473,SYLLABLE,fastText,7,50,50,0.676618441,0.258100826,0.505803671,0.379719036
474,SYLLABLE,fastText,5,50,50,0.577572877,0.593172744,0.502887833,0.723062219
475,SYLLABLE,fastText,2,50,50,0.359121124,0.788126583,0.472046257,0.634627402
476,SYLLABLE,fastText,10,50,100,0.452925689,0.458710198,0.454968575,0.38410126
477,SYLLABLE,fastText,7,50,100,0.625221815,0.197675311,0.453150304,0.331112052
478,SYLLABLE,fastText,5,50,100,0.521912005,0.619223783,0.448869423,0.668494613
479,SYLLABLE,fastText,2,50,100,0.246354252,0.666469755,0.433449005,0.429023924
480,WORD,glove,5,500,20,0.719373333,0.541009477,0.40154,0.807324693
481,WORD,glove,7,500,20,0.7231,0.537027594,0.3914,0.847807749
482,WORD,glove,5,500,10,0.718006667,0.543092797,0.38474,0.805479692
483,WORD,glove,7,500,10,0.385090119,0.384558993,0.372172596,0.43095528
484,WORD,glove,5,500,50,0.720586667,0.538124565,0.35155,0.862839381
485,WORD,glove,7,500,50,0.391589398,0.387546354,0.345811751,0.448517827
486,WORD,glove,10,500,20,0.72832,0.527853192,0.30944,0.952679346
487,WORD,glove,10,500,10,0.40272279,0.370359448,0.293042838,0.535466612
488,WORD,glove,2,500,20,0.71189,0.554296473,0.28453,0.944383621
489,WORD,glove,5,500,100,0.716093333,0.546889375,0.27851,0.953168245
490,WORD,glove,7,500,100,0.289270134,0.277955664,0.27505627,0.314836758
491,WORD,glove,5,100,20,0.70867,0.561189159,0.27002,0.92722734
492,WORD,glove,10,500,50,0.312002823,0.304969669,0.267721997,0.367341757
493,WORD,glove,5,1000,20,0.719626667,0.541015525,0.26661,1.033091464
494,WORD,glove,7,1000,20,0.271883473,0.263622899,0.265611623,0.316450489
495,WORD,glove,2,500,10,0.381105037,0.40174809,0.26446332,0.522360867
496,WORD,glove,7,100,10,0.191119488,0.022539546,0.261199751,0.458712022
497,WORD,glove,5,1000,10,0.272328814,0.267901765,0.258859064,0.274391598
498,WORD,glove,5,100,10,0.269152449,0.279368844,0.25635269,0.271031579
499,WORD,glove,7,100,20,0.273571462,0.271473283,0.255655014,0.318663695
500,WORD,glove,7,1000,10,0.185575425,0.009964847,0.252940402,0.456146036
501,WORD,glove,5,300,20,0.711713333,0.553021227,0.24244,0.965413275
502,WORD,glove,2,500,50,0.290706626,0.286251859,0.238136084,0.34662085
503,WORD,glove,5,300,10,0.244620879,0.247920586,0.23144273,0.246989976
504,WORD,glove,5,50,20,0.696636667,0.581194577,0.22873,0.919470768
505,WORD,glove,7,300,10,0.206937712,0.045786686,0.228584659,0.479118179
506,WORD,glove,7,100,50,0.21750626,0.058912016,0.228508784,0.495893795
507,WORD,glove,7,300,20,0.247819438,0.242658514,0.228410169,0.291529681
508,WORD,glove,7,50,20,0.236697384,0.23227107,0.226789512,0.276798995
509,WORD,glove,5,100,50,0.280590084,0.264736004,0.221495778,0.325325677
510,WORD,glove,5,1000,50,0.274843341,0.260403538,0.218861201,0.320431832
511,WORD,glove,7,50,10,0.229061958,0.057731081,0.217129402,0.496601923
512,WORD,glove,7,1000,50,0.222820424,0.055823223,0.213293388,0.492451443
513,WORD,glove,5,50,10,0.227251182,0.239803117,0.210533311,0.223142425
514,WORD,glove,5,300,50,0.253633521,0.235967109,0.198175026,0.299115542
515,WORD,glove,7,300,50,0.249947347,0.075727295,0.196014171,0.523321717
516,WORD,glove,10,500,100,0.283779944,0.26909773,0.181662383,0.421547975
517,WORD,glove,5,50,50,0.229884877,0.222694197,0.181258163,0.281614856
518,WORD,glove,10,100,20,0.284578403,0.261177001,0.180879427,0.41124704
519,WORD,glove,7,50,50,0.259026944,0.094263949,0.180335124,0.53157776
520,WORD,glove,10,1000,20,0.276816099,0.249267011,0.171753997,0.418294666
521,WORD,glove,2,500,100,0.279802726,0.30043153,0.170398125,0.422858406
522,WORD,glove,10,100,10,0.180992566,0.035599707,0.169839943,0.358360678
523,WORD,glove,10,1000,10,0.183381774,0.031538748,0.165886154,0.360067684
524,WORD,glove,10,300,20,0.254485039,0.236277293,0.158543162,0.393121089
525,WORD,glove,2,100,20,0.272222328,0.282295423,0.155563417,0.409102995
526,WORD,glove,7,100,100,0.290919685,0.13323771,0.153268909,0.5728754
527,WORD,glove,2,100,10,0.289137093,0.109958419,0.147889918,0.595188133
528,WORD,glove,2,1000,20,0.266922081,0.276513032,0.147253187,0.407584758
529,WORD,glove,5,100,100,0.267946349,0.277439136,0.146832897,0.423264495
530,WORD,glove,10,300,10,0.211660181,0.058331239,0.143927901,0.387461649
531,WORD,glove,10,50,20,0.240039317,0.213780525,0.142988271,0.380352736
532,WORD,glove,5,1000,100,0.265639,0.276093949,0.142712622,0.407521978
533,WORD,glove,7,1000,100,0.310002965,0.130840734,0.141793657,0.577320308
534,WORD,glove,2,1000,10,0.296232132,0.118468136,0.135892278,0.615777862
535,WORD,glove,5,300,100,0.247232328,0.253196613,0.127417352,0.393026585
536,WORD,glove,10,100,50,0.219576151,0.067462494,0.127210381,0.392296858
537,WORD,glove,10,1000,50,0.214538386,0.072268,0.127021191,0.38722091
538,WORD,glove,7,300,100,0.32265382,0.152026765,0.125077688,0.58269426
539,WORD,glove,2,300,20,0.231981717,0.251012712,0.123009005,0.377995711
540,WORD,glove,2,50,10,0.327000752,0.156445165,0.118691407,0.645898404
541,WORD,glove,2,300,10,0.326897052,0.147887391,0.118196754,0.639181209
542,WORD,glove,10,50,10,0.224391017,0.078798276,0.117226021,0.406234571
543,WORD,glove,2,50,20,0.216961496,0.239143643,0.117209104,0.363247128
544,WORD,glove,2,100,50,0.2852285,0.128819485,0.113993069,0.558659121
545,WORD,glove,5,50,100,0.228700517,0.24201625,0.107103797,0.383009764
546,WORD,glove,10,300,50,0.238556576,0.090944955,0.106079715,0.415732276
547,WORD,glove,2,1000,50,0.299326358,0.134911938,0.104652088,0.56813201
548,WORD,glove,7,50,100,0.342875071,0.16766524,0.101696104,0.613131351
549,WORD,glove,10,50,50,0.258954099,0.107685438,0.088545065,0.430497522
550,WORD,glove,2,300,50,0.316263181,0.151718382,0.074252568,0.582121939
551,WORD,glove,2,50,50,0.326997943,0.154100166,0.069437951,0.59645988
552,WORD,glove,10,1000,100,0.295742302,0.14360632,0.053723174,0.472137675
553,WORD,glove,10,100,100,0.286246769,0.149243235,0.049718391,0.461771722
554,WORD,glove,2,100,100,0.295603972,0.102369397,0.036457112,0.46830555
555,WORD,glove,10,300,100,0.319806313,0.155094605,0.029701502,0.482359642
556,WORD,glove,2,1000,100,0.305149293,0.10894236,0.019808896,0.469600957
557,WORD,glove,10,50,100,0.339638868,0.184237915,0.01215664,0.501139033
558,WORD,glove,2,50,100,0.339132446,0.146418464,0.010446208,0.511103726
559,WORD,glove,2,300,100,0.330564814,0.144980743,1.13E-05,0.49945413
